,Card Name,Set #,Set,Stamp,Condition,Lang,Notes
SM Binder,Turtwig,7,Ultra Prism,,,,
SM Binder,Cherrim,11,Ultra Prism,,,,
SM Binder,Leafeon GX,13,Ultra Prism,,,,
SM Binder,Chimchar,21,Ultra Prism,,,,
SM Binder,Salandit,25,Ultra Prism,,,,
SM Binder,Alolan Vulpix,30,Ultra Prism,,,,
SM Binder,Floatzel,36,Ultra Prism,,,,
SM Binder,Electabuzz,43,Ultra Prism,,,,
SM Binder,Shinx,45,Ultra Prism,,,,
SM Binder,Luxio,47,Ultra Prism,,,,
SM Binder,Pachirisu,49,Ultra Prism,,,,
SM Binder,Drapion,55,Ultra Prism,RH,,,
SM Binder,Croagunk,56,Ultra Prism,,,,
SM Binder,Toxicroak,57,Ultra Prism,,,,
SM Binder,Rampardos,65,Ultra Prism,RH,,,
SM Binder,Riolu,66,Ultra Prism,,,,
SM Binder,Alolan Diglett,78,Ultra Prism,,,,
SM Binder,Shieldon,84,Ultra Prism,,,,
SM Binder,Bastiodon,85,Ultra Prism,,,,
SM Binder,Gible,97,Ultra Prism,RH,,,
SM Binder,Gible,96,Ultra Prism,,,,
SM Binder,Bronzor,86,Ultra Prism,,,,
SM Binder,Eevee,104,Ultra Prism,,,,
SM Binder,Gumshoos,113,Ultra Prism,,,,
SM Binder,Oranguru,114,Ultra Prism,,,,
SM Binder,Ancient Crystal,118,Ultra Prism,,,,
SM Binder,Electric Memory,121,Ultra Prism,,,,
SM Binder,Mars,128,Ultra Prism,,,,
SM Binder,Unidentified Fossil,134,Ultra Prism,,,,
SM Binder,Dialga GX,125,Forbidden Light,,,,
SM Binder,Diantha,130,Forbidden Light,,,,
SM Binder,Dialga GX,138,Forbidden Light,,,,
SM Binder,Exeggcute,1,Forbidden Light,,,,
SM Binder,Snover,3,Forbidden Light,,,,
SM Binder,Scatterbug,5,Forbidden Light,,,,
SM Binder,Scatterbug,6,Forbidden Light,,,,
SM Binder,Spewpa,7,Forbidden Light,,,,
SM Binder,Skiddo,9,Forbidden Light,,,,
SM Binder,Gogoat,10,Forbidden Light,,,,
SM Binder,Heatran,13,Forbidden Light,,,,
SM Binder,Fennekin,14,Forbidden Light,,,,
SM Binder,Fennekin,15,Forbidden Light,,,,
SM Binder,Braixen,16,Forbidden Light,,,,
SM Binder,Litleo,18,Forbidden Light,,,,
SM Binder,Froakie,21,Forbidden Light,,,,
SM Binder,Froakie,22,Forbidden Light,,,,
SM Binder,Frogadier,23,Forbidden Light,,,,
SM Binder,Clauncher,25,Forbidden Light,,,,
SM Binder,Amaura,27,Forbidden Light,,,,
SM Binder,Aurorus,28,Forbidden Light,,,,
SM Binder,Bergmite,29,Forbidden Light,,,,
SM Binder,Dewpider,32,Forbidden Light,,,,
SM Binder,Araquanid,33,Forbidden Light,,,,
SM Binder,Magnemite,34,Forbidden Light,,,,
SM Binder,Magneton,35,Forbidden Light,,,,
SM Binder,Helioptile,37,Forbidden Light,,,,
SM Binder,Heliolisk,38,Forbidden Light,,,,
SM Binder,Rotom,40,Forbidden Light,,,,
SM Binder,Uxie,41,Forbidden Light,,,,
SM Binder,Mesprit,42,Forbidden Light,,,,
SM Binder,Azelf,43,Forbidden Light,,,,
SM Binder,Espurr,44,Forbidden Light,,,,
SM Binder,Honedge,46,Forbidden Light,,,,
SM Binder,Honedge,47,Forbidden Light,,,,
SM Binder,Doublade,48,Forbidden Light,,,,
SM Binder,Aegislash,49,Forbidden Light,,,,
SM Binder,Inkay,50,Forbidden Light,,,,
SM Binder,Skrelp,52,Forbidden Light,,,,
SM Binder,Hoopa,54,Forbidden Light,,,,
SM Binder,Poipole,55,Forbidden Light,,,,
SM Binder,Cubone,57,Forbidden Light,,,,
SM Binder,Gible,60,Forbidden Light,,,,
SM Binder,Gabite,61,Forbidden Light,,,,
SM Binder,Garchomp,62,Forbidden Light,,,,
SM Binder,Croagunk,63,Forbidden Light,,,,
SM Binder,Pancham,65,Forbidden Light,,,,
SM Binder,Binacle,66,Forbidden Light,,,,
SM Binder,Tyrunt,68,Forbidden Light,,,,
SM Binder,Tyrantrum,69,Forbidden Light,,,,
SM Binder,Hawlucha,70,Forbidden Light,,,,
SM Binder,Zygarde,71,Forbidden Light,,,,
SM Binder,Diancie Prism Star,74,Forbidden Light,,,,
SM Binder,Rockruff,75,Forbidden Light,,,,
SM Binder,Dialga GX,82,Forbidden Light,,,,
SM Binder,Flabébé,83,Forbidden Light,,,,
SM Binder,Flabébé,84,Forbidden Light,,,,
SM Binder,Floette,85,Forbidden Light,,,,
SM Binder,Sylveon,87,Forbidden Light,,,,
SM Binder,Dedenne,88,Forbidden Light,,,,
SM Binder,Klefki,89,Forbidden Light,,,,
SM Binder,Xerneas GX,90,Forbidden Light,,,,
SM Binder,Goomy,91,Forbidden Light,,,,
SM Binder,Goomy,92,Forbidden Light,,,,
SM Binder,Sliggoo,93,Forbidden Light,,,,
SM Binder,Bunnelby,97,Forbidden Light,,,,
SM Binder,Diggersby,98,Forbidden Light,,,,
SM Binder,Furfrou,99,Forbidden Light,,,,
SM Binder,Noibat,100,Forbidden Light,,,,
SM Binder,Beast Ring,102,Forbidden Light,,,,
SM Binder,Bonnie,103,Forbidden Light,,,,
SM Binder,Crasher Wake,104,Forbidden Light,,,,
SM Binder,Eneporter,106,Forbidden Light,,,,
SM Binder,Fossil Excavation Map,107,Forbidden Light,,,,
SM Binder,Judge,108,Forbidden Light,,,,
SM Binder,Lady,109,Forbidden Light,,,,
SM Binder,Lysdandre Labs,111,Forbidden Light,,,,
SM Binder,Metal Frying Pan,112,Forbidden Light,,,,
SM Binder,Mysterious Treasure,113,Forbidden Light,,,,
SM Binder,Ultra Recon Squad,114,Forbidden Light,,,,
SM Binder,Ultra Space,115,Forbidden Light,,,,
SM Binder,Unidentified Fossil,116,Forbidden Light,,,,
SM Binder,Unit Energy FDY,118,Forbidden Light,,,,
SM Binder,Bellsprout,1,Celestial Storm,,,,
SM Binder,Weepinbell,2,Celestial Storm,,,,
SM Binder,Victreebel,3,Celestial Storm,,,,
SM Binder,Scyther,4,Celestial Storm,,,,
SM Binder,Spinarak,5,Celestial Storm,,,,
SM Binder,Ariados,6,Celestial Storm,,,,
SM Binder,Cacnea,19,Celestial Storm,,,,
SM Binder,Cacturne,20,Celestial Storm,,,,
SM Binder,Slugma,23,Celestial Storm,,,,
SM Binder,Magcargo,24,Celestial Storm,,,,
SM Binder,Articuno GX,31,Celestial Storm,,,,
SM Binder,Lotad,36,Celestial Storm,,,,
SM Binder,Lombre,37,Celestial Storm,,,,
SM Binder,Ludicolo,38,Celestial Storm,,,,
SM Binder,Voltorb,47,Celestial Storm,,,,
SM Binder,Electrode GX,48,Celestial Storm,,,,
SM Binder,Chinchou,49,Celestial Storm,,,,
SM Binder,Lanturn,50,Celestial Storm,,,,
SM Binder,Mr. Mime GX,56,Celestial Storm,,,,
SM Binder,Gulpin,57,Celestial Storm,,,,
SM Binder,Swalot,58,Celestial Storm,,,,
SM Binder,Lunatone,61,Celestial Storm,,,,
SM Binder,Solrock,62,Celestial Storm,,,,
SM Binder,Shuppet,63,Celestial Storm,,,,
SM Binder,Banette GX,66,Celestial Storm,,,,
SM Binder,Onix,71,Celestial Storm,,,,
SM Binder,Phanpy,72,Celestial Storm,,,,
SM Binder,Donphan,73,Celestial Storm,,,,
SM Binder,Larvitar,74,Celestial Storm,,,,
SM Binder,Pupitar,75,Celestial Storm,,,,
SM Binder,Sneasel,86,Celestial Storm,,,,
SM Binder,Sableye,88,Celestial Storm,,,,
SM Binder,Steelix,89,Celestial Storm,,,,
SM Binder,Scizor GX,90,Celestial Storm,,,,
SM Binder,Mawile,91,Celestial Storm,,,,
SM Binder,Jirachi Prism Star,97,Celestial Storm,,,,
SM Binder,Latias Prism Star,107,Celestial Storm,,,,
SM Binder,Latios Prism Star,108,Celestial Storm,,,,
SM Binder,Rayquaza GX,109,Celestial Storm,,,,
SM Binder,Dunsparce,110,Celestial Storm,,,,
SM Binder,Slakoth,113,Celestial Storm,,,,
SM Binder,Vigoroth,114,Celestial Storm,,,,
SM Binder,Slaking,115,Celestial Storm,,,,
SM Binder,Apricorn Maker,124,Celestial Storm,,,,
SM Binder,Bill's Maintenance,126,Celestial Storm,,,,
SM Binder,Copycat,127,Celestial Storm,,,,
SM Binder,Energy Recycle Systm,128,Celestial Storm,,,,
SM Binder,Energy Switch,129,Celestial Storm,,,,
SM Binder,Friend Ball,131,Celestial Storm,,,,
SM Binder,Life Herb,136,Celestial Storm,,,,
SM Binder,Lure Ball,138,Celestial Storm,,,,
SM Binder,PokéNav,140,Celestial Storm,,,,
SM Binder,Rare Candy,142,Celestial Storm,,,,
SM Binder,Switch,147,Celestial Storm,,,,
SM Binder,TV Reporter,149,Celestial Storm,,,,
SM Binder,Underground Expedition,150,Celestial Storm,,,,
SM Binder,Rainbow Energy,151,Celestial Storm,,,,
SM Binder,Electrode GX,155,Celestial Storm,,,,
SM Binder,Banette GX,157,Celestial Storm,,,,
SM Binder,Copycat,163,Celestial Storm,,,,
SM Binder,Tate & Liza,166,Celestial Storm,,,,
SM Binder,PokéNav,181,Celestial Storm,,,,
SM Binder,Scyther,3,Lost Thunder,,,,
SM Binder,Pinsir,4,Lost Thunder,,,,
SM Binder,Chikorita,6,Lost Thunder,RH,,,
SM Binder,Spinarak,9,Lost Thunder,RH,,,
SM Binder,Ariados,10,Lost Thunder,,,,
SM Binder,Hoppip,11,Lost Thunder,,,,
SM Binder,Hoppip,12,Lost Thunder,,,,
SM Binder,Skiploom,13,Lost Thunder,,,,
SM Binder,Jumpluff,14,Lost Thunder,,,,
SM Binder,Shuckle GX,17,Lost Thunder,,,,
SM Binder,Heracross,18,Lost Thunder,,,,
SM Binder,Celebi Prism Star,19,Lost Thunder,,,,
SM Binder,Wurmple,23,Lost Thunder,,,,
SM Binder,Wurmple,24,Lost Thunder,,,,
SM Binder,Silcoon,25,Lost Thunder,RH,,,
SM Binder,Cascoon,27,Lost Thunder,,,,
SM Binder,Dustox,28,Lost Thunder,,,,
SM Binder,Nincada,29,Lost Thunder,,,,
SM Binder,Ninjask,30,Lost Thunder,,,,
SM Binder,Vespiquen,32,Lost Thunder,,,,
SM Binder,Cyndaquil,40,Lost Thunder,,,,
SM Binder,Magcargo GX,44,Lost Thunder,,,,
SM Binder,Victini,49,Lost Thunder,,,,
SM Binder,Blacephalon GX,52,Lost Thunder,,,,
SM Binder,Alolan Vulpix,53,Lost Thunder,,,,
SM Binder,Slowpoke,54,Lost Thunder,,,,
SM Binder,Slowking,55,Lost Thunder,,,,
SM Binder,Delibird,57,Lost Thunder,,,,
SM Binder,Cubchoo,61,Lost Thunder,,,,
SM Binder,Mareanie,68,Lost Thunder,,,,
SM Binder,Bruxish,70,Lost Thunder,,,,
SM Binder,Electabuzz,71,Lost Thunder,,,,
SM Binder,Chinchou,73,Lost Thunder,,,,
SM Binder,Lanturn,74,Lost Thunder,RH,,,
SM Binder,Mareep,75,Lost Thunder,,,,
SM Binder,Mareep,76,Lost Thunder,,,,
SM Binder,Flaaffy,77,Lost Thunder,,,,
SM Binder,Ampharos,78,Lost Thunder,,,,
SM Binder,Pachirisu,80,Lost Thunder,,,,
SM Binder,Stunfisk,83,Lost Thunder,,,,
SM Binder,Dedenne,84,Lost Thunder,,,,
SM Binder,Natu,87,Lost Thunder,,,,
SM Binder,Xatu,88,Lost Thunder,,,,
SM Binder,Unown,90,Lost Thunder,,,,
SM Binder,Wobbuffet,93,Lost Thunder,,,,
SM Binder,Girafarig,94,Lost Thunder,,,,
SM Binder,Shedinja,95,Lost Thunder,,,,
SM Binder,Giratina,97,Lost Thunder,,,,
SM Binder,Yamask,99,Lost Thunder,,,,
SM Binder,Mareanie,105,Lost Thunder,,,,
SM Binder,Nihilego,106,Lost Thunder,,,,
SM Binder,Poipole,107,Lost Thunder,RH,,,
SM Binder,Naganadel,108,Lost Thunder,,,,
SM Binder,Phanpy,111,Lost Thunder,,,,
SM Binder,Donphan,112,Lost Thunder,,,,
SM Binder,Larvitar,115,Lost Thunder,,,,
SM Binder,Pupitar,116,Lost Thunder,,,,
SM Binder,Alolan Meowth,118,Lost Thunder,,,,
SM Binder,Alolan Diglett,122,Lost Thunder,,,,
SM Binder,Scizor,126,Lost Thunder,,,,
SM Binder,Magearna,131,Lost Thunder,,,,
SM Binder,Snubbull,137,Lost Thunder,,,,
SM Binder,Ralts,139,Lost Thunder,RH,,,
SM Binder,Dedenne,142,Lost Thunder,,,,
SM Binder,Xerneas Prism Star,144,Lost Thunder,,,,
SM Binder,Cutiefly,145,Lost Thunder,,,,
SM Binder,Morelull,147,Lost Thunder,,,,
SM Binder,Shiinotic,148,Lost Thunder,,,,
SM Binder,Mimikyu GX,149,Lost Thunder,,,,
SM Binder,Ditto Prism Star,154,Lost Thunder,,,,
SM Binder,Eevee,155,Lost Thunder,,,,
SM Binder,Stantler,156,Lost Thunder,,,,
SM Binder,Miltank,158,Lost Thunder,,,,
SM Binder,Lugia GX,159,Lost Thunder,,,,
SM Binder,Pikipek,164,Lost Thunder,Rh,,,
SM Binder,Trumbeak,165,Lost Thunder,,,,
SM Binder,Fairy Charm G,174,Lost Thunder,,,,
SM Binder,Fairy Charm P,175,Lost Thunder,,,,
SM Binder,Fairy Charm N,177,Lost Thunder,,,,
SM Binder,Lusamine Prism Star,182,Lost Thunder,,,,
SM Binder,Mina,183,Lost Thunder,,,,
SM Binder,Morty,186,Lost Thunder,,,,
SM Binder,Professor Elm's Lecture,188,Lost Thunder,,,,
SM Binder,Net Ball,187,Lost Thunder,,,,
SM Binder,Spell Tag,190,Lost Thunder,,,,
SM Binder,Wait and See Hammer,192,Lost Thunder,,,,
SM Binder,Whitney,193,Lost Thunder,,,,
SM Binder,Memory Energy,194,Lost Thunder,,,,
SM Binder,Virizion GX,197,Lost Thunder,,,,
SM Binder,Suicune GX,200,Lost Thunder,,,,
SM Binder,Genesect GX,204,Lost Thunder,,,,
SM Binder,Alolan Ninetales GX,205,Lost Thunder,,,,
SM Binder,Lugia GX,207,Lost Thunder,,,,
SM Binder,Blaziken,6,Dragon Majesty,,,,
SM Binder,Totodile,22,Dragon Majesty,,,,
SM Binder,Croconaw,23,Dragon Majesty,,,,
SM Binder,Dragonite GX,37,Dragon Majesty,,,,
SM Binder,Altaria,40a,Dragon Majesty,,,,
SM Binder,Bagon,42,Dragon Majesty,,,,
SM Binder,Shelgon,43,Dragon Majesty,,,,
SM Binder,Salamence GX,44,Dragon Majesty,,,,
SM Binder,Zygarde,49,Dragon Majesty,,,,
SM Binder,Kangaskhan,55,Dragon Majesty,,,,
SM Binder,Altaria GX,68,Dragon Majesty,,,,
SM Binder,Zinnia,70,Dragon Majesty,,,,
SM Binder,Victini Prism Star,7,Dragon Majesty,,,,
SM Binder,Paras,6,Team Up,,,,
SM Binder,Exeggcute,8,Team Up,,,,
SM Binder,Shaymin,10,Team Up,,,,
SM Binder,Charmander,11,Team Up,,,,
SM Binder,Charmander,12,Team Up,,,,
SM Binder,Charmeleon,13,Team Up,,,,
SM Binder,Vulpix,15,Team Up,,,,
SM Binder,Ninetales,16,Team Up,,,,
SM Binder,Ponyta,17,Team Up,,,,
SM Binder,Rapidash,18,Team Up,,,,
SM Binder,Moltres,19,Team Up,,,,
SM Binder,Litten,20,Team Up,,,,
SM Binder,Torracat,21,Team Up,,,,
SM Binder,Squirtle,22,Team Up,,,,
SM Binder,Wartortle,24,Team Up,,,,
SM Binder,Blastoise,25,Team Up,,,,
SM Binder,Lapras,31,Team Up,,,,
SM Binder,Articuno,32,Team Up,,,,
SM Binder,Pikachu & Zekrom GX,33,Team Up,,,,
SM Binder,Alolan Geodude,34,Team Up,,,,
SM Binder,Alolan Geodude,35,Team Up,,,,
SM Binder,Voltorb,38,Team Up,,,,
SM Binder,Zapdos,40,Team Up,,,,
SM Binder,Mareep,41,Team Up,,,,
SM Binder,Flaaffy,42,Team Up,,,,
SM Binder,Blitzle,44,Team Up,,,,
SM Binder,Emolga,46,Team Up,,,,
SM Binder,Joltik,47,Team Up,,,,
SM Binder,Helioptile,49,Team Up,,,,
SM Binder,Heliolisk,50,Team Up,,,,
SM Binder,Tapu Koko Prism Star,51,Team Up,,,,
SM Binder,Tentacool,60,Team Up,,,,
SM Binder,Grimer,62,Team Up,,,,
SM Binder,Muk,63,Team Up,,,,
SM Binder,Cosmog,69,Team Up,,,,
SM Binder,Cosmoem,70,Team Up,,,,
SM Binder,Mankey,71,Team Up,,,,
SM Binder,Primeape,72,Team Up,,,,
SM Binder,Omanyte,75,Team Up,,,,
SM Binder,Omastar,76,Team Up,,,,
SM Binder,Kabuto,77,Team Up,,,,
SM Binder,Kabutops,78,Team Up,,,,
SM Binder,Lycanroc GX,82,Team Up,,,,
SM Binder,Alolan Grimer,83,Team Up,,,,
SM Binder,Poochyena,86,Team Up,,,,
SM Binder,Zorua,90,Team Up,,,,
SM Binder,Skarmory,98,Team Up,,,,
SM Binder,Jirachi,99,Team Up,,,,
SM Binder,Bronzor,100,Team Up,,,,
SM Binder,Bronzong,101,Team Up,RH,,,
SM Binder,Ferroseed,102,Team Up,,,,
SM Binder,Pawniard,104,Team Up,,,,
SM Binder,Cobalion GX,106,Team Up,,,,
SM Binder,Honedge,107,Team Up,,,,
SM Binder,Doublade,108,Team Up,,,,
SM Binder,Aegislash,109,Team Up,,,,
SM Binder,Alolan Ninetales,111,Team Up,,,,
SM Binder,Mimikyu,112,Team Up,,,,
SM Binder,Dratini,116,Team Up,,,,
SM Binder,Dratini,117,Team Up,,,,
SM Binder,Dragonair,118,Team Up,,,,
SM Binder,Dragonite,119,Team Up,,,,
SM Binder,Pidgey,122,Team Up,,,,
SM Binder,Pidgeotto,123,Team Up,,,,
SM Binder,Meowth,125,Team Up,,,,
SM Binder,Persian,126,Team Up,,,,
SM Binder,Farfetch'd,127,Team Up,,,,
SM Binder,Kangaskhan,128,Team Up,,,,
SM Binder,Tauros,129,Team Up,,,,
SM Binder,Black Market Prism Star,134,Team Up,,,,
SM Binder,Brock's Grit,135,Team Up,,,,
SM Binder,Dana,137,Team Up,,,,
SM Binder,Evelyn,141,Team Up,RH,,,
SM Binder,Grass Memory,143,Team Up,,,,
SM Binder,Ingo & Emmet,144,Team Up,,,,
SM Binder,Jasmine,145,Team Up,,,,
SM Binder,Judge Whistle,146,Team Up,,,,
SM Binder,Lavender Town,147,Team Up,,,,
SM Binder,Morgan,149,Team Up,,,,
SM Binder,Nita,151,Team Up,,,,
SM Binder,Pokémon Communication,152,Team Up,,,,
SM Binder,Return Label,153,Team Up,,,,
SM Binder,Unidentified Fossil,155,Team Up,,,,
SM Binder,Viridian Forest,156,Team Up,,,,
SM Binder,Ampharos GX,163,Team Up,,,,
SM Binder,Evelyn,175,Team Up,,,,
SM Binder,Jasmine,177,Team Up,,,,
SM Binder,Oddish,5,Unbroken Bonds,,,,
SM Binder,Oddish,6,Unbroken Bonds,,,,
SM Binder,Venonat,10,Unbroken Bonds,,,,
SM Binder,Venomoth GX,12,Unbroken Bonds,,,,
SM Binder,Bellsprout,13,Unbroken Bonds,,,,
SM Binder,Weepinbell,14,Unbroken Bonds,RH,,,
SM Binder,Growlithe,21,Unbroken Bonds,,,,
SM Binder,Litten,26,Unbroken Bonds,,,,
SM Binder,Poliwag,36,Unbroken Bonds,,,,
SM Binder,Poliwag,37,Unbroken Bonds,RH,,,
SM Binder,Poliwhirl,38,Unbroken Bonds,,,,
SM Binder,Tentacool,40,Unbroken Bonds,,,,
SM Binder,Tentacruel,41,Unbroken Bonds,,,,
SM Binder,Slowpoke,42,Unbroken Bonds,,,,
SM Binder,Slowbro,43,Unbroken Bonds,,,,
SM Binder,Krabby,46,Unbroken Bonds,,,,
SM Binder,Kingler,47,Unbroken Bonds,,,,
SM Binder,Goldeen,48,Unbroken Bonds,,,,
SM Binder,Froakie,51,Unbroken Bonds,,,,
SM Binder,Frogadier,52,Unbroken Bonds,,,,
SM Binder,Pikachu,54,Unbroken Bonds,,,,
SM Binder,Zubat,64,Unbroken Bonds,,,,
SM Binder,Gastly,68,Unbroken Bonds,,,,
SM Binder,Haunter,69,Unbroken Bonds,,,,
SM Binder,Gengar,70,Unbroken Bonds,,,,
SM Binder,Koffing,73,Unbroken Bonds,,,,
SM Binder,Mewtwo,75,Unbroken Bonds,RH,,,
SM Binder,Espurr,79,Unbroken Bonds,,,,
SM Binder,Meowstic,80,Unbroken Bonds,,,,
SM Binder,Sandshrew,83,Unbroken Bonds,,,,
SM Binder,Diglett,85,Unbroken Bonds,,,,
SM Binder,Rhyhorn,92,Unbroken Bonds,,,,
SM Binder,Rhyhorn,93,Unbroken Bonds,,,,
SM Binder,Rhydon,94,Unbroken Bonds,,,,
SM Binder,Gligar,98,Unbroken Bonds,,,,
SM Binder,Gliscor,99,Unbroken Bonds,,,,
SM Binder,Hitmontop,101,Unbroken Bonds,,,,
SM Binder,Murkrow,108,Unbroken Bonds,,,,
SM Binder,Honchkrow GX,109,Unbroken Bonds,,,,
SM Binder,Sandile,113,Unbroken Bonds,,,,
SM Binder,Krokorok,115,Unbroken Bonds,,,,
SM Binder,Krookodile,116,Unbroken Bonds,,,,
SM Binder,Alolan Diglett,121,Unbroken Bonds,,,,
SM Binder,Alola Dugtrio,122,Unbroken Bonds,,,,
SM Binder,Meltan,128,Unbroken Bonds,,,,
SM Binder,Jigglypuff,134,Unbroken Bonds,,,,
SM Binder,Wigglytuff,135,Unbroken Bonds,,,,
SM Binder,Spritzee,141,Unbroken Bonds,,,,
SM Binder,Spearow,145,Unbroken Bonds,,,,
SM Binder,Doduo,150,Unbroken Bonds,,,,
SM Binder,Chatot,162,Unbroken Bonds,,,,
SM Binder,Devolution Spray Z,166,Unbroken Bonds,,,,
SM Binder,Energy Spinner,170,Unbroken Bonds,,,,
SM Binder,Fairy Charm L,172,Unbroken Bonds,,,,
SM Binder,Green's Exploration,175,Unbroken Bonds,,,,
SM Binder,Molayne,181,Unbroken Bonds,,,,
SM Binder,Pokégear 3.0,182,Unbroken Bonds,,,,
SM Binder,Triple Acceleration Energy,190,Unbroken Bonds,,,,
SM Binder,Dedenne GX,195a,Unbroken Bonds,,,,
SM Binder,Janine,210,Unbroken Bonds,,,,
SM Binder,Red's Challenge,213,Unbroken Bonds,,,,
SM Binder,Whimsicott GX,226,Unbroken Bonds,,,,
SM Binder,Tangela,16,Unbroken Bonds,RH,,,
SM Binder,Yanma,2,Unified Minds,RH,,,
SM Binder,Yanmega,3,Unified Minds,,,,
SM Binder,Dwebble,10,Unified Minds,,,,
SM Binder,Sewaddle,6,Unified Minds,RH,,,
SM Binder,Shroomish,5,Unified Minds,,,,
SM Binder,Bounsweet,17,Unified Minds,,,,
SM Binder,Fomantis,15,Unified Minds,,,,
SM Binder,Foongus,13,Unified Minds,,,,
SM Binder,Amoongus,14,Unified Minds,,,,
SM Binder,Magmar,21,Unified Minds,,,,
SM Binder,Numel,23,Unified Minds,,,,
SM Binder,Camerupt,24,Unified Minds,,,,
SM Binder,Litwick,27,Unified Minds,,,,
SM Binder,Litwick,28,Unified Minds,,,,
SM Binder,Lampent,29,Unified Minds,,,,
SM Binder,Fletchinder,31,Unified Minds,RH,,,
SM Binder,Talonflame,32,Unified Minds,RH,,,
SM Binder,Salandit,33,Unified Minds,,,,
SM Binder,Slowpoke & Psyduck GX,35,Unified Minds,,,,
SM Binder,Lapras,36,Unified Minds,,,,
SM Binder,Snorunt,37,Unified Minds,,,,
SM Binder,Froslass,38,Unified Minds,,,,
SM Binder,Finneon,39,Unified Minds,,,,
SM Binder,Lumineon,40,Unified Minds,,,,
SM Binder,Snover,41,Unified Minds,,,,
SM Binder,Basculin,43,Unified Minds,,,,
SM Binder,Cryogonal,46,Unified Minds,,,,
SM Binder,Dewpider,48,Unified Minds,,,,
SM Binder,Araquanid,49,Unified Minds,,,,
SM Binder,Wimpod,50,Unified Minds,RH,,,
SM Binder,Pyukumuku,52,Unified Minds,,,,
SM Binder,Raichu & Alolan Raichu GX,54,Unified Minds,,,,
SM Binder,Pikachu,55,Unified Minds,,,,
SM Binder,Alolan Raichu,57,Unified Minds,,,,
SM Binder,Joltik,61,Unified Minds,,,,
SM Binder,Galvantula,62,Unified Minds,,,,
SM Binder,Tynamo,63,Unified Minds,,,,
SM Binder,Tynamo,64,Unified Minds,,,,
SM Binder,Eelektrik,65,Unified Minds,,,,
SM Binder,Tapu Koko,69,Unified Minds,,,,
SM Binder,Stunfisk,67,Unified Minds,,,,
SM Binder,Espeon & Deoxys GX,72,Unified Minds,,,,
SM Binder,Exeggcute,73,Unified Minds,,,,
SM Binder,Alolan Marowak,75,Unified Minds,,,,
SM Binder,Wynaut,77,Unified Minds,,,,
SM Binder,Jirachi GX,79,Unified Minds,,,,
SM Binder,Drifloon,80,Unified Minds,,,,
SM Binder,Drifblim,81,Unified Minds,,,,
SM Binder,Uxie,83,Unified Minds,,,,
SM Binder,Mesprit,84,Unified Minds,,,,
SM Binder,Azelf,85,Unified Minds,,,,
SM Binder,Munna,88,Unified Minds,,,,
SM Binder,Honedge,93,Unified Minds,,,,
SM Binder,Doublade,94,Unified Minds,,,,
SM Binder,Aegislash,95,Unified Minds,,,,
SM Binder,Mareanie,96,Unified Minds,,,,
SM Binder,Salandit,98,Unified Minds,,,,
SM Binder,Cosmog,100,Unified Minds,,,,
SM Binder,Poipole,102,Unified Minds,,,,
SM Binder,Onix,103,Unified Minds,RH,,,
SM Binder,Steelix,104,Unified Minds,,,,
SM Binder,Cubone,105,Unified Minds,,,,
SM Binder,Heracross,107,Unified Minds,,,,
SM Binder,Breloom,108,Unified Minds,,,,
SM Binder,Meditite,109,Unified Minds,RH,,,
SM Binder,Relicanth,111,Unified Minds,,,,
SM Binder,Gible,112,Unified Minds,,,,
SM Binder,Gabite,113,Unified Minds,,,,
SM Binder,Riolu,116,Unified Minds,RH,,,
SM Binder,Drilbur,118,Unified Minds,,,,
SM Binder,Archen,120,Unified Minds,,,,
SM Binder,Archeops,121,Unified Minds,,,,
SM Binder,Terrakion,122,Unified Minds,,,,
SM Binder,Meloetta,123,Unified Minds,,,,
SM Binder,Umbreon & Darkrai GX,125,Unified Minds,,,,
SM Binder,Alolan Grimer,127,Unified Minds,,,,
SM Binder,Murkrow,128,Unified Minds,,,,
SM Binder,Murkrow,129,Unified Minds,,,,
SM Binder,Honchkrow,130,Unified Minds,,,,
SM Binder,Sneasel,131,Unified Minds,,,,
SM Binder,Sableye,133,Unified Minds,,,,
SM Binder,Purrloin,135,Unified Minds,,,,
SM Binder,Scraggy,137,Unified Minds,,,,
SM Binder,Yveltal,139,Unified Minds,,,,
SM Binder,Mawile GX,141,Unified Minds,,,,
SM Binder,Cottonee,143,Unified Minds,,,,
SM Binder,Whimsicott,144,Unified Minds,,,,
SM Binder,Dedenne,145,Unified Minds,,,,
SM Binder,Garchomp & Giratina GX,146,Unified Minds,,,,
SM Binder,Dratini,148,Unified Minds,,,,
SM Binder,Dragonair,149,Unified Minds,,,,
SM Binder,Latias,153,Unified Minds,,,,
SM Binder,Axew,154,Unified Minds,,,,
SM Binder,Fraxure,155,Unified Minds,,,,
SM Binder,Druddigon,157,Unified Minds,,,,
SM Binder,Noibat,158,Unified Minds,,,,
SM Binder,Noivern,159,Unified Minds,,,,
SM Binder,Naganadel GX,160,Unified Minds,,,,
SM Binder,Lickitung,161,Unified Minds,,,,
SM Binder,Lickilicky,162,Unified Minds,,,,
SM Binder,Noctowl,166,Unified Minds,,,,
SM Binder,Hoothoot,165,Unified Minds,,,,
SM Binder,Tauros,164,Unified Minds,,,,
SM Binder,Slakoth,167,Unified Minds,,,,
SM Binder,Slakoth,168,Unified Minds,,,,
